축제명,축제시작일자,축제종료일자,축제내용,주최기관명,전화번호,홈페이지주소,소재지도로명주소,데이터기준일자,제공기관명
제19회 춘천전국관악경연대회,2022-08-23,2022-08-25,제19회 춘천전국관악경연대회,춘천전국관악경연대회조직위원회,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10713&search_type=1&search_keyword=ECA09C19ED9A8C+ECB698ECB29CECA084EAB5ADEAB480EC9585EAB2BDEC97B0EB8C80ED9A8C,강원도 춘천시 효자상길5번길 13,2023-01-12,강원도 춘천시
민속그네뛰기,2022-06-03,2022-06-03,그네뛰기,울릉문화원,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1989&,경상북도 울릉군 울릉읍 간령길 83-18,2022-06-17,경상북도 울릉군
달맞이축제,2022-02-15,2022-02-15,달집태우기,정월대보름 장흥달맞이 놀이마당추진위원회,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1994&,경상북도 울릉군 울릉읍 옥천길 8,2022-06-17,경상북도 울릉군
태하성하신당제,2022-04-12,2022-04-12,기원행사,울릉문화원,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1990&,경상북도 울릉군 서면 태하길 154,2022-06-17,경상북도 울릉군
회당문화축제,2022-06-27,2022-06-29,회당문화축제,대한불교진각종,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1992&,울릉군 울릉읍 도동1길 5-42,2022-06-17,경상북도 울릉군
해변가요제,2022-07-29,2022-07-30,해변가요제,울릉청년단,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1991&,울릉군 울릉읍 저동리,2022-06-17,경상북도 울릉군
울릉도오징어축제,2022-08-27,2022-08-29,오징어축제,울릉군축제위원회,054-790-6426,http://www.ulleung.go.kr/tour/page.htm?mnu_uid=1986&,울릉군 울릉읍 저동리,2022-06-17,경상북도 울릉군
신시모도삼형제보물섬축제,2022-10-15,2022-10-16,"가수공연, 체험행사 등",(사)신시모도삼형제보물섬,0507-1377-177,,인천광역시 옹진군 북도면 시도로 106,2022-11-02,인천광역시 옹진군
면천진달래민속축제,2023-04-15,2023-04-16,진달래분재전시+ 진달래 사생대회 등,면천진달래민속축제집행위원회,,,충청남도 당진시 면천면 면천서문1길 69,2023-12-01,충청남도 당진시
순성벚꽃축제,2023-04-15,2023-04-16,플리마켓+ 벚꽃사진대회+ 시낭송 등,순성면축제위원회,,,충청남도 당진시 순성면 갈산길 101-9,2023-12-01,충청남도 당진시
기지시줄다리기민속축제,2023-04-19,2023-04-23,기지시줄다리기+ 스포츠줄다리기,기지시줄다리기축제위원회+ 기지시줄다리기보존회,,,충청남도 당진시 송악읍 안틀모시길 11,2023-12-01,충청남도 당진시
장고항실치마을수산물홍보행사,2023-04-22,2023-04-23,실치회시식+ 뱅어포만들기,장고항실치마을수산물홍보행사축제위원회,,,충청남도 당진시 석문면 장고항로 298-5,2023-12-01,충청남도 당진시
순성왕매실&당진맥주축제,2023-06-23,2023-06-25,매실따기+ 수제맥주시음+ 남원천 걷기,순성왕매실영농조합,,,충청남도 당진시 순성면 매실로 398,2023-12-01,충청남도 당진시
당진합덕연꽃축제,2023-07-22,2023-07-23,연지카누+ 깡통열차+ 시 전시회,당진합덕연꽃축제집행위원회,,,충청남도 당진시 합덕읍 덕평로 379-9,2023-12-01,충청남도 당진시
심훈상록문화제,2023-09-22,2023-09-24,시낭송대회+ 전시전+ 플리마켓,심훈상록문화제 집행위원회,,,충청남도 당진시 무수동2길 25-21,2023-12-01,충청남도 당진시
삽교호조개구이 홍보행사,2023-10-07,2023-10-08,조개빨리까기+ 수산물 경매 등,삽교호번영회,,,충청남도 당진시 신평면 삽교천3길 79,2023-12-01,충청남도 당진시
2024 전주세계소리축제,2024-08-14,2024-08-18,판소리와 전통음악을 중심으로 월드뮤직과 다양한 장르의 음악을 아우르는 글로벌 음악축제,전북특별자치도+전주세계소리축제조직위원회,063-232-8398,https://www.sorifestival.com/,전북특별자치도 전주시 덕진구 소리로 31,2024-04-11,전북특별자치도 전주시
2024 전주독서대전,2024-10-11,2024-10-13,책 읽는 도시 글 쓰는 전주의 대한민국 최대 규모 책 축제,전북특별자치도 전주시,063-230-1858,http://jjbook.kr/,전북특별자치도 전주시 완산구 백제대로 306,2024-04-11,전북특별자치도 전주시
2024 전주단오,2024-06-08,2024-06-09,"한국의 5대 명절 중 하나인 단오를 기념하여, 한 해의 풍년을 기원하는 마음을 담아 지역 주민들이 함께하는 축제",전북특별자치도 전주시(청),063-281-2682,,전북특별자치도 전주시 덕진구 권삼득로 390-1,2024-04-11,전북특별자치도 전주시
2024 전주조선팝페스티벌,2024-10-18,2024-10-20,전통 가락에 대중음악을 접목한 조선팝을 소재로 펼쳐지는 페스티벌,전북특별자치도 전주시(청),063-281-2662,,전북특별자치도 전주시 완산구 팔달로 74,2024-04-11,전북특별자치도 전주시
전주페스타 2024,2024-10-03,2024-10-27,"관광거점도시 전주의 맛, 멋, 열정을 담은 10월의 전주 대표 축제시즌",전북특별자치도 전주시(청),063-281-5059,http://www.jeonjufesta.com,전북특별자치도 전주시 덕진구 기린대로 451,2024-04-11,전북특별자치도 전주시
2016 광복기념음악회,2016-08-15,2016-08-15,안양필하모닉 오케스트라연주+ 트럼펫연주곡+ 안양시립합창단 공연등,(재)안양문화예술재단,031-687-0500,http://www.ayac.or.kr,경기도 안양시 만안구 병목안로 215,2024-04-08,경기도 안양시
직지문화제,2022-09-02,2022-09-07,유네스코 공식행사 및 전시 학술 체험 등,충청북도 청주시청,043-201-3663,,충청북도 청주시 흥덕구 직지대로 713,2022-05-23,충청북도 청주시
청원생명축제,2022-09-30,2022-10-10,청주시 친환경 농축산물 한마당,충청북도 청주시청,043-201-0253,https://www.cheongju.go.kr/bio/index.do,충청북도 청주시 청원구 오창읍 미래지로 99,2022-05-23,충청북도 청주시
세종대왕과 초정약수 축제,2022-10-07,2022-10-09,초정약수 관련,충청북도 청주시청,043-201-1793,,충청북도 청주시 청원구 내수읍 초정약수로 851,2022-05-23,충청북도 청주시
고흥 우주항공 축제,2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",고흥군,061-830-5305,http://tour.goheung.go.kr/tour/culture/festival/01.do,전라남도 고흥군 봉래면 하반로 490,2021-10-22,전라남도 고흥군
강진금곡사벚꽃삼십리길축제,2023-03-31,2023-04-02,금곡사 벚꽃 삼십리길의 수려한 경관을 배경으로 축제를 개최하여 지역 이미지 제고,전라남도 강진군,061-430-3357,http://www.gangjin.go.kr/culture/,,2023-08-10,전라남도 강진군
2023 서귀포과학문화축전,2023-09-02,2023-09-02,과학체험부스 과학이벤트 과학공연 에어로켓 만들기 전체사진 전시회 전파천문학 강연 천체관측 등,제주특별자치도 서귀포시,064-739-9701,,제주특별자치도 서귀포시 1100로 506-1,2023-12-05,제주특별자치도
동성로축제,2018-05-11,2018-05-13,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
동성로축제,2019-05-10,2019-05-12,개막식+ 동성로가요제+ 커버댄스+ DJ페스티벌,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
제31회 동성로축제,2020-10-23,2020-10-25,비대면 온라인 축제 개최+  동성로가요제+댄스대회+먹방대회+패션쇼외 SNS이벤트(부르GO+ 춤추GO+ 먹GO+입GO 4가지 대회로 구성)+ 축제기간 동성로 일원 4곳  LED전광판 축제영상 송출,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
제32회 동성로축제,2021-10-15,2021-10-17,비대면 온라인 축제 개최+ 메타버스 비대면 가요제+ 메타버스 비대면 패션쇼+ 동성로 매장 연계 라이브 커머스,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
제33회 동성로축제,2022-10-21,2022-10-23,개막식+ 동성로가요제+댄스대회+칵테일쇼+패션쇼외,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
제34회 동성로축제,2023-05-12,2023-05-14,개막식+ 가요제+ 청소년댄스대회+ EDM파티+싸이버거흠뻑쇼+플리마켓,사)달성문화선양회,053-661-2177,,대구광역시 중구 동성로28,2023-07-12,대구광역시 중구
대구화교중화문화축제,2011-08-30,2011-08-31,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),2023-07-12,대구광역시 중구
대구화교중화문화축제,2012-10-13,2012-10-13,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),2023-07-12,대구광역시 중구
대구화교중화문화축제,2013-10-18,2013-10-18,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),2023-07-12,대구광역시 중구
대구화교중화문화축제,2014-10-04,2014-10-05,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),2023-07-12,대구광역시 중구
대구화교중화문화축제,2015-10-17,2015-10-18,무대행사 및 거리행사+ 전시행사 등,대구화교협회,053-661-2177,,대구광역시 중구 중앙대로79길 31 (종로2가),2023-07-12,대구광역시 중구
강릉커피축제,2023-10-12,2023-10-15,"커피경연대회(바리스타, 핸드드립, 커핑, 마카롱)+커피체험(로스팅, 추출, 커핑, 공예품 등)+전시+공연 등",강원특별자치도 강릉시청,033-647-6802,http://www.coffeefestival.net,강원특별자치도 강릉시 경강로2021번길 9-1,2024-02-27,한국관광공사
제29회 덕수리 전통민속 재현행사,2022-10-07,2022-10-08,전통민속 재현,덕수리마을회,064-760-4313,https://seogwipo.go.kr/festivals/deoksuri/info/intro.htm,제주특별자치도 서귀포시 안덕면 일주서로 1836,2024-03-13,제주특별자치도 서귀포시
2022 중문 칠선녀축제,2022-11-05,2022-11-06,지역특화 콘텐츠 홍보+사진전,중문칠선녀축제위원회,064-760-4824,https://seogwipo.go.kr/festivals/sevenbeauty/info/intro.htm,제주특별자치도 서귀포시 천제연로 132 중문관광단지,2024-03-13,제주특별자치도 서귀포시
제28회 제주 성읍마을 전통민속재현축제,2022-10-09,2022-10-09,초가집줄놓기+전통혼례식 등,(사)성읍민속마을보존회+성읍1리 마을회,064-760-4417,https://seogwipo.go.kr/festivals/seongeup/info/intro.htm,제주특별자치도 서귀포시 표선면 성읍정의현로 30,2024-03-13,제주특별자치도 서귀포시
제11회 혼인지축제,2022-10-15,2022-10-16,길트기+삼공주 추원제+민속경기+향토음식경연 등,성산읍 온평리 마을회,064-760-4282,https://seogwipo.go.kr/festivals/marriage/info/intro.htm,제주특별자치도 서귀포시 성산읍 온평애향로23번길 6,2024-03-13,제주특별자치도 서귀포시
제20회 예래생태체험축제,2022-07-30,2022-07-31,생태마을탐방+맨손으로 넙치잡기+노래자랑 등,예래동주민자치위원회,064-760-4845,https://seogwipo.go.kr/festivals/yerae/info/intro.htm,제주특별자치도 서귀포시 예래해안로 256,2024-03-13,제주특별자치도 서귀포시
제40회 서귀포유채꽃축제 (축제명칭 변경),2023-03-31,2023-04-02,유채꽃밭 관람+공연+체험 등,제주특별자치도 서귀포시,064-760-3942,http://www.seogwipo.go.kr/festivals/uchae/index.htm,제주특별자치도 서귀포시 표선면 녹산로 381-15,2024-03-13,제주특별자치도 서귀포시
제25회 서귀포유채꽃국제걷기대회,2023-03-25,2023-03-26,유채꽃 걷기 대회,제주특별자치도 서귀포시+(사)한국체육진흥회,064-760-3320,https://cafe.daum.net/seogwipo-walking,제주특별자치도 서귀포시 월드컵로 33,2024-03-13,제주특별자치도 서귀포시
김삿갓문화제,2022-09-23,2022-09-25,조선시대영월과거대전+백일장+김삿갓해학의길걷기,강원도 영월군,033-375-6353,http://www.ywcf.com/,강원도 영월군 김삿갓면 김삿갓로 216-22,2022-06-15,강원도 영월군
계양산국악제,2023-04-21,2023-04-22,국악경연대회(예선 : 온라인심사+결선 : 대면심사)+축하·기획·특별공연(온오프병행),인천광역시 계양구청,032-450-5874,,인천광역시 계양구 주부토로 570,2023-11-01,인천광역시 계양구
제1회 계양 아라뱃길 워터축제,2023-08-19,2023-08-20,물놀이존 및 수상레저 체험+총놀이 이벤트+무료체험활동 등,(주)수자원환경산업진흥,032-450-4105,,,2023-11-01,인천광역시 계양구
계양 아라뱃길 라이트쇼,2023-09-20,2023-09-20,계양 아라뱃길 빛의거리 점등식+축하공연,(주)수자원환경산업진흥,032-450-4105,,,2023-11-01,인천광역시 계양구
제2회 계양 빛 축제,2023-09-26,2024-02-16,계양구청 남측광장+계양문화로+오조산공원 경관조명 및 포토존 조성,인천광역시 계양구청,032-450-4105,,인천광역시 계양구 계산새로 88,2023-11-01,인천광역시 계양구
제29회 구민의 날 기념 가을음악회,2023-10-05,2023-10-05,인기가수 및 지역예술인 공연+드론쇼,인천광역시 계양구청,032-450-5874,,인천광역시 계양구 봉오대로 855,2023-11-01,인천광역시 계양구
제12회 대한민국와인축제,2023-10-12,2023-10-15,와인시음판매장+공연 등,충청북도 영동군,043-745-8916,,충청북도 영동군 영동읍 동정로 1,2023-12-07,충청북도 영동군
[개막행사] 성남시청소년어울림마당,2024-04-27,2024-04-27,경기도 대표 청소년 동아리공연 및 동아리지원사업체험부스 운영 등,경기도 성남시,031-729-9637,,경기도 성남시 분당구 판교공원로4길 27,2024-02-27,경기도 성남시
제18회 쇠소깍축제,2022-08-13,2022-08-14,쇠소깍 어린이 사생대회+보물찾기 등,효돈동연합청년회,064-760-4623,https://seogwipo.go.kr/festivals/blacksand/index.htm,제주특별자치도 서귀포시 쇠소깍로 151-7,2024-03-13,제주특별자치도 서귀포시
제28회 서귀포칠십리축제,2022-10-14,2022-10-16,칠십리 퍼레이드+문화예술 한마당 등,제주특별자치도 서귀포시,064-760-3942,https://seogwipo.go.kr/festivals/70ni/index.htm,제주특별자치도 서귀포시 칠십리로 120-12,2024-03-13,제주특별자치도 서귀포시
제23회 서귀포 겨울바다 국제펭귄수영대회,2023-01-01,2023-01-01,2023 새로운 출발 새로운 다짐,제주특별자치도 서귀포시,064-739-7201,https://seogwipo.go.kr/festivals/penguinswimming/info/intro.htm,,2024-03-13,제주특별자치도 서귀포시
제30회 성산일출축제,2022-12-31,2023-01-01,코로나19 종식 기원 제주 큰굿+성산 10경+열린 음악회 등,성산일출축제위원회,064-760-4281,https://www.sunrisefestival.kr/welcome,제주특별자치도 서귀포시 성산읍 일출로 284-12,2024-03-13,제주특별자치도 서귀포시
제22회 최남단 방어축제,2022-11-26,2022-12-25,청정 바다의 흥과멋과 맛의 향연,최남단방어축제위원회,064-794-8032,http://bangeofestival.com/introduction,제주특별자치도 서귀포시 대정읍 최남단해안로 66,2024-03-13,제주특별자치도 서귀포시
제1회 상록수문화제,2013-08-31,2013-08-31,기념음악회+체험박람회+작품발표회+사생대회 등,경기도 안산시청,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,경기도 안산시 상록구 샘골서길 64,2024-04-17,경기도 안산시
